Year,Series,party,Units,Value
1984,NP,4207,SG_GEN_PARLNT,0.0
1988,NP,4207,SG_GEN_PARL,0.0
1988,NP,4207,SG_GEN_PARLN,0.0
1988,NP,4207,SG_GEN_PARLNT,0.0
1990,NP,4207,SG_GEN_PARL,0.0
1990,NP,4207,SG_GEN_PARLN,0.0
1990,NP,4207,SG_GEN_PARLNT,0.0
1992,NP,4207,SG_GEN_PARL,0.0
1992,NP,4207,SG_GEN_PARLN,0.0
1992,NP,4207,SG_GEN_PARLNT,0.0
1994,NP,4207,SG_GEN_PARL,0.0
1994,NP,4207,SG_GEN_PARLN,0.0
1994,NP,4207,SG_GEN_PARLNT,0.0
1996,NP,4207,SG_GEN_PARL,0.0
1996,NP,4207,SG_GEN_PARLN,0.0
1996,NP,4207,SG_GEN_PARLNT,0.0
1998,NP,4207,SG_GEN_PARL,0.0
1998,NP,4207,SG_GEN_PARLN,0.0
1998,NP,4207,SG_GEN_PARLNT,0.0
2000,NP,4207,SG_GEN_PARL,0.0
2000,NP,4207,SG_GEN_PARLN,0.0
2000,NP,4207,SG_GEN_PARLNT,0.0
2002,NP,4207,SG_GEN_PARL,0.0
2002,NP,4207,SG_GEN_PARLN,0.0
2002,NP,4207,SG_GEN_PARLNT,0.0
2004,NP,4207,SG_GEN_PARL,0.0
2004,NP,4207,SG_GEN_PARLN,0.0
2004,NP,4207,SG_GEN_PARLNT,0.0
2008,NP,4207,SG_GEN_PARL,0.0
2008,NP,4207,SG_GEN_PARLN,0.0
2008,NP,4207,SG_GEN_PARLNT,0.0
2011,NP,4207,SG_GEN_PARL,0.0
2011,NP,4207,SG_GEN_PARLN,0.0
2011,NP,4207,SG_GEN_PARLNT,0.0
2012,NP,4207,SG_GEN_PARL,0.0
2012,NP,4207,SG_GEN_PARLN,0.0
2012,NP,4207,SG_GEN_PARLNT,0.0
2015,NP,4207,SG_GEN_PARL,0.0
2015,NP,4207,SG_GEN_PARLN,0.0
2015,NP,4207,SG_GEN_PARLNT,0.0
2016,NP,4207,SG_GEN_PARL,0.0
2016,NP,4207,SG_GEN_PARLN,0.0
2016,NP,4207,SG_GEN_PARLNT,0.0
2019,NP,4207,SG_GEN_PARL,0.0
2019,NP,4207,SG_GEN_PARLN,0.0
2019,NP,4207,SG_GEN_PARLNT,0.0
2020,NP,4207,SG_GEN_PARL,0.0
2020,NP,4207,SG_GEN_PARLN,0.0
2020,NP,4207,SG_GEN_PARLNT,0.0
2022,NP,4207,SG_GEN_PARL,0.0
2022,NP,4207,SG_GEN_PARLN,0.0
2022,NP,4207,SG_GEN_PARLNT,0.0
2024,NP,4207,SG_GEN_PARL,0.0
2024,NP,4207,SG_GEN_PARLN,0.0
2024,NP,4207,SG_GEN_PARLNT,0.0
1984,NP,4302,SG_GEN_PARL,0.0
1984,NP,4302,SG_GEN_PARLN,0.0
1984,NP,4302,SG_GEN_PARLNT,0.0
1988,NP,4302,SG_GEN_PARL,0.0
1988,NP,4302,SG_GEN_PARLN,0.0
1988,NP,4302,SG_GEN_PARLNT,0.0
1990,NP,4302,SG_GEN_PARL,0.0
1990,NP,4302,SG_GEN_PARLN,0.0
1990,NP,4302,SG_GEN_PARLNT,0.0
1992,NP,4302,SG_GEN_PARL,0.0
1992,NP,4302,SG_GEN_PARLN,0.0
1992,NP,4302,SG_GEN_PARLNT,0.0
1994,NP,4302,SG_GEN_PARL,0.0
1994,NP,4302,SG_GEN_PARLN,0.0
1994,NP,4302,SG_GEN_PARLNT,0.0
1996,NP,4302,SG_GEN_PARL,0.0
1996,NP,4302,SG_GEN_PARLN,0.0
1996,NP,4302,SG_GEN_PARLNT,0.0
1998,NP,4302,SG_GEN_PARL,0.0
1998,NP,4302,SG_GEN_PARLN,0.0
1998,NP,4302,SG_GEN_PARLNT,0.0
2000,NP,4302,SG_GEN_PARL,0.0
2000,NP,4302,SG_GEN_PARLN,0.0
2000,NP,4302,SG_GEN_PARLNT,0.0
2002,NP,4302,SG_GEN_PARL,0.0
2002,NP,4302,SG_GEN_PARLN,0.0
2002,NP,4302,SG_GEN_PARLNT,0.0
2004,NP,4302,SG_GEN_PARL,0.0
2004,NP,4302,SG_GEN_PARLN,0.0
2004,NP,4302,SG_GEN_PARLNT,0.0
2008,NP,4302,SG_GEN_PARL,0.0
2008,NP,4302,SG_GEN_PARLN,0.0
2008,NP,4302,SG_GEN_PARLNT,0.0
2011,NP,4302,SG_GEN_PARL,0.0
2011,NP,4302,SG_GEN_PARLN,0.0
2011,NP,4302,SG_GEN_PARLNT,0.0
2012,NP,4302,SG_GEN_PARL,0.0
2012,NP,4302,SG_GEN_PARLN,0.0
2012,NP,4302,SG_GEN_PARLNT,0.0
2015,NP,4302,SG_GEN_PARL,0.0
2015,NP,4302,SG_GEN_PARLN,0.0
2015,NP,4302,SG_GEN_PARLNT,0.0
2016,NP,4302,SG_GEN_PARL,0.0
2016,NP,4302,SG_GEN_PARLN,0.0
2016,NP,4302,SG_GEN_PARLNT,0.0
2019,NP,4302,SG_GEN_PARL,0.0
2019,NP,4302,SG_GEN_PARLN,0.0
2019,NP,4302,SG_GEN_PARLNT,0.0
2020,NP,4302,SG_GEN_PARL,0.0
2020,NP,4302,SG_GEN_PARLN,0.0
2020,NP,4302,SG_GEN_PARLNT,0.0
2022,NP,4302,SG_GEN_PARL,0.0
2022,NP,4302,SG_GEN_PARLN,0.0
2022,NP,4302,SG_GEN_PARLNT,0.0
2024,NP,4302,SG_GEN_PARL,0.0
2024,NP,4302,SG_GEN_PARLN,0.0
2024,NP,4302,SG_GEN_PARLNT,0.0
1984,NP,4401,SG_GEN_PARL,0.0
1984,NP,4401,SG_GEN_PARLN,0.0
1984,NP,4401,SG_GEN_PARLNT,0.0
1988,NP,4401,SG_GEN_PARL,0.0
1988,NP,4401,SG_GEN_PARLN,0.0
1988,NP,4401,SG_GEN_PARLNT,0.0
1990,NP,4401,SG_GEN_PARL,0.0
1990,NP,4401,SG_GEN_PARLN,0.0
1990,NP,4401,SG_GEN_PARLNT,0.0
1992,NP,4401,SG_GEN_PARL,0.0
1992,NP,4401,SG_GEN_PARLN,0.0
1992,NP,4401,SG_GEN_PARLNT,0.0
1994,NP,4401,SG_GEN_PARL,0.0
1994,NP,4401,SG_GEN_PARLN,0.0
1994,NP,4401,SG_GEN_PARLNT,0.0
1996,NP,4401,SG_GEN_PARL,0.0
1996,NP,4401,SG_GEN_PARLN,0.0
1996,NP,4401,SG_GEN_PARLNT,0.0
1998,NP,4401,SG_GEN_PARL,0.0
1998,NP,4401,SG_GEN_PARLN,0.0
1998,NP,4401,SG_GEN_PARLNT,0.0
2000,NP,4401,SG_GEN_PARL,0.0
2000,NP,4401,SG_GEN_PARLN,0.0
2000,NP,4401,SG_GEN_PARLNT,0.0
2002,NP,4401,SG_GEN_PARL,0.0
2002,NP,4401,SG_GEN_PARLN,0.0
2002,NP,4401,SG_GEN_PARLNT,0.0
2004,NP,4401,SG_GEN_PARL,0.0
2004,NP,4401,SG_GEN_PARLN,0.0
2004,NP,4401,SG_GEN_PARLNT,0.0
2008,NP,4401,SG_GEN_PARL,0.0
2008,NP,4401,SG_GEN_PARLN,0.0
2008,NP,4401,SG_GEN_PARLNT,0.0
2011,NP,4401,SG_GEN_PARL,0.0
2011,NP,4401,SG_GEN_PARLN,0.0
2011,NP,4401,SG_GEN_PARLNT,0.0
2012,NP,4401,SG_GEN_PARL,0.0
2012,NP,4401,SG_GEN_PARLN,0.0
2012,NP,4401,SG_GEN_PARLNT,0.0
2015,NP,4401,SG_GEN_PARL,0.0
2015,NP,4401,SG_GEN_PARLN,0.0
2015,NP,4401,SG_GEN_PARLNT,0.0
2016,NP,4401,SG_GEN_PARL,0.0
2016,NP,4401,SG_GEN_PARLN,0.0
2016,NP,4401,SG_GEN_PARLNT,0.0
2019,NP,4401,SG_GEN_PARL,0.0
2019,NP,4401,SG_GEN_PARLN,0.0
2019,NP,4401,SG_GEN_PARLNT,0.0
2020,NP,4401,SG_GEN_PARL,0.0
2020,NP,4401,SG_GEN_PARLN,0.0
2020,NP,4401,SG_GEN_PARLNT,0.0
2022,NP,4401,SG_GEN_PARL,0.0
2022,NP,4401,SG_GEN_PARLN,0.0
2022,NP,4401,SG_GEN_PARLNT,0.0
2024,NP,4401,SG_GEN_PARL,0.0
2024,NP,4401,SG_GEN_PARLN,0.0
2024,NP,4401,SG_GEN_PARLNT,0.0
1984,NP,4501,SG_GEN_PARL,0.0
1984,NP,4501,SG_GEN_PARLN,0.0
1984,NP,4501,SG_GEN_PARLNT,0.0
1988,NP,4501,SG_GEN_PARL,0.0
1988,NP,4501,SG_GEN_PARLN,0.0
1988,NP,4501,SG_GEN_PARLNT,0.0
1990,NP,4501,SG_GEN_PARL,0.0
1990,NP,4501,SG_GEN_PARLN,0.0
1990,NP,4501,SG_GEN_PARLNT,0.0
1992,NP,4501,SG_GEN_PARL,0.0
1992,NP,4501,SG_GEN_PARLN,0.0
1992,NP,4501,SG_GEN_PARLNT,0.0
1994,NP,4501,SG_GEN_PARL,0.0
1994,NP,4501,SG_GEN_PARLN,0.0
1994,NP,4501,SG_GEN_PARLNT,0.0
1996,NP,4501,SG_GEN_PARL,0.0
1996,NP,4501,SG_GEN_PARLN,0.0
1996,NP,4501,SG_GEN_PARLNT,0.0
1998,NP,4501,SG_GEN_PARL,0.0
1998,NP,4501,SG_GEN_PARLN,0.0
1998,NP,4501,SG_GEN_PARLNT,0.0
2000,NP,4501,SG_GEN_PARL,0.0
2000,NP,4501,SG_GEN_PARLN,0.0
2000,NP,4501,SG_GEN_PARLNT,0.0
2002,NP,4501,SG_GEN_PARL,0.0
2002,NP,4501,SG_GEN_PARLN,0.0
2002,NP,4501,SG_GEN_PARLNT,0.0
2004,NP,4501,SG_GEN_PARL,0.0
2004,NP,4501,SG_GEN_PARLN,0.0
2004,NP,4501,SG_GEN_PARLNT,0.0
2008,NP,4501,SG_GEN_PARL,0.0
2008,NP,4501,SG_GEN_PARLN,0.0
2008,NP,4501,SG_GEN_PARLNT,0.0
2011,NP,4501,SG_GEN_PARL,0.0
2011,NP,4501,SG_GEN_PARLN,0.0
2011,NP,4501,SG_GEN_PARLNT,0.0
2012,NP,4501,SG_GEN_PARL,0.0
2012,NP,4501,SG_GEN_PARLN,0.0
2012,NP,4501,SG_GEN_PARLNT,0.0
2015,NP,4501,SG_GEN_PARL,0.0
2015,NP,4501,SG_GEN_PARLN,0.0
2015,NP,4501,SG_GEN_PARLNT,0.0
2016,NP,4501,SG_GEN_PARL,0.0
2016,NP,4501,SG_GEN_PARLN,0.0
2016,NP,4501,SG_GEN_PARLNT,0.0
2019,NP,4501,SG_GEN_PARL,0.0
2019,NP,4501,SG_GEN_PARLN,0.0
2019,NP,4501,SG_GEN_PARLNT,0.0
2020,NP,4501,SG_GEN_PARL,0.0
2020,NP,4501,SG_GEN_PARLN,0.0
2020,NP,4501,SG_GEN_PARLNT,0.0
2022,NP,4501,SG_GEN_PARL,0.0
2022,NP,4501,SG_GEN_PARLN,0.0
2022,NP,4501,SG_GEN_PARLNT,0.0
2024,NP,4501,SG_GEN_PARL,0.0
2024,NP,4501,SG_GEN_PARLN,0.0
2024,NP,4501,SG_GEN_PARLNT,0.0
1984,NP,4208,SG_GEN_PARL,0.0
1984,NP,4208,SG_GEN_PARLN,0.0
1984,NP,4208,SG_GEN_PARLNT,0.0
1988,NP,4208,SG_GEN_PARL,0.0
1988,NP,4208,SG_GEN_PARLN,0.0
1988,NP,4208,SG_GEN_PARLNT,0.0
1990,NP,4208,SG_GEN_PARL,0.0
1990,NP,4208,SG_GEN_PARLN,0.0
1990,NP,4208,SG_GEN_PARLNT,0.0
1992,NP,4208,SG_GEN_PARL,0.0
1992,NP,4208,SG_GEN_PARLN,0.0
1992,NP,4208,SG_GEN_PARLNT,0.0
1994,NP,4208,SG_GEN_PARL,0.0
1994,NP,4208,SG_GEN_PARLN,0.0
1994,NP,4208,SG_GEN_PARLNT,0.0
1996,NP,4208,SG_GEN_PARL,0.0
1996,NP,4208,SG_GEN_PARLN,0.0
1996,NP,4208,SG_GEN_PARLNT,0.0
1998,NP,4208,SG_GEN_PARL,0.0
1998,NP,4208,SG_GEN_PARLN,0.0
1998,NP,4208,SG_GEN_PARLNT,0.0
2000,NP,4208,SG_GEN_PARL,0.0
2000,NP,4208,SG_GEN_PARLN,0.0
2000,NP,4208,SG_GEN_PARLNT,0.0
2002,NP,4208,SG_GEN_PARL,0.0
2002,NP,4208,SG_GEN_PARLN,0.0
2002,NP,4208,SG_GEN_PARLNT,0.0
2004,NP,4208,SG_GEN_PARL,0.0
2004,NP,4208,SG_GEN_PARLN,0.0
2004,NP,4208,SG_GEN_PARLNT,0.0
2008,NP,4208,SG_GEN_PARL,0.0
2008,NP,4208,SG_GEN_PARLN,0.0
2008,NP,4208,SG_GEN_PARLNT,0.0
2011,NP,4208,SG_GEN_PARL,0.0
2011,NP,4208,SG_GEN_PARLN,0.0
2011,NP,4208,SG_GEN_PARLNT,0.0
2012,NP,4208,SG_GEN_PARL,0.0
2012,NP,4208,SG_GEN_PARLN,0.0
2012,NP,4208,SG_GEN_PARLNT,0.0
2015,NP,4208,SG_GEN_PARL,0.0
2015,NP,4208,SG_GEN_PARLN,0.0
2015,NP,4208,SG_GEN_PARLNT,0.0
2016,NP,4208,SG_GEN_PARL,0.0
2016,NP,4208,SG_GEN_PARLN,0.0
2016,NP,4208,SG_GEN_PARLNT,0.0
2019,NP,4208,SG_GEN_PARL,0.0
2019,NP,4208,SG_GEN_PARLN,0.0
2019,NP,4208,SG_GEN_PARLNT,0.0
2020,NP,4208,SG_GEN_PARL,0.0
2020,NP,4208,SG_GEN_PARLN,0.0
2020,NP,4208,SG_GEN_PARLNT,0.0
2022,NP,4208,SG_GEN_PARL,0.0
2022,NP,4208,SG_GEN_PARLN,0.0
2022,NP,4208,SG_GEN_PARLNT,0.0
2024,NP,4208,SG_GEN_PARL,0.0
2024,NP,4208,SG_GEN_PARLN,0.0
2024,NP,4208,SG_GEN_PARLNT,0.0
1984,NP,4209,SG_GEN_PARL,0.0
1984,NP,4209,SG_GEN_PARLN,0.0
1984,NP,4209,SG_GEN_PARLNT,0.0
1988,NP,4209,SG_GEN_PARL,0.0
1988,NP,4209,SG_GEN_PARLN,0.0
1988,NP,4209,SG_GEN_PARLNT,0.0
1990,NP,4209,SG_GEN_PARL,0.0
1990,NP,4209,SG_GEN_PARLN,0.0
1990,NP,4209,SG_GEN_PARLNT,0.0
1992,NP,4209,SG_GEN_PARL,0.0
1992,NP,4209,SG_GEN_PARLN,0.0
1992,NP,4209,SG_GEN_PARLNT,0.0
1994,NP,4209,SG_GEN_PARL,0.0
1994,NP,4209,SG_GEN_PARLN,0.0
1994,NP,4209,SG_GEN_PARLNT,0.0
1996,NP,4209,SG_GEN_PARL,0.0
1996,NP,4209,SG_GEN_PARLN,0.0
1996,NP,4209,SG_GEN_PARLNT,0.0
1998,NP,4209,SG_GEN_PARL,0.0
1998,NP,4209,SG_GEN_PARLN,0.0
1998,NP,4209,SG_GEN_PARLNT,0.0
2000,NP,4209,SG_GEN_PARL,0.0
2000,NP,4209,SG_GEN_PARLN,0.0
2000,NP,4209,SG_GEN_PARLNT,0.0
2002,NP,4209,SG_GEN_PARL,0.0
2002,NP,4209,SG_GEN_PARLN,0.0
2002,NP,4209,SG_GEN_PARLNT,0.0
2004,NP,4209,SG_GEN_PARL,0.0
2004,NP,4209,SG_GEN_PARLN,0.0
2004,NP,4209,SG_GEN_PARLNT,0.0
2008,NP,4209,SG_GEN_PARL,0.0
2008,NP,4209,SG_GEN_PARLN,0.0
2008,NP,4209,SG_GEN_PARLNT,0.0
2011,NP,4209,SG_GEN_PARL,0.0
2011,NP,4209,SG_GEN_PARLN,0.0
2011,NP,4209,SG_GEN_PARLNT,0.0
2012,NP,4209,SG_GEN_PARL,0.0
2012,NP,4209,SG_GEN_PARLN,0.0
2012,NP,4209,SG_GEN_PARLNT,0.0
2015,NP,4209,SG_GEN_PARL,0.0
2015,NP,4209,SG_GEN_PARLN,0.0
2015,NP,4209,SG_GEN_PARLNT,0.0
2016,NP,4209,SG_GEN_PARL,0.0
2016,NP,4209,SG_GEN_PARLN,0.0
2016,NP,4209,SG_GEN_PARLNT,0.0
2019,NP,4209,SG_GEN_PARL,0.0
2019,NP,4209,SG_GEN_PARLN,0.0
2019,NP,4209,SG_GEN_PARLNT,0.0
2020,NP,4209,SG_GEN_PARL,0.0
2020,NP,4209,SG_GEN_PARLN,0.0
2020,NP,4209,SG_GEN_PARLNT,0.0
2022,NP,4209,SG_GEN_PARL,0.0
2022,NP,4209,SG_GEN_PARLN,0.0
2022,NP,4209,SG_GEN_PARLNT,0.0
2024,NP,4209,SG_GEN_PARL,0.0
2024,NP,4209,SG_GEN_PARLN,0.0
2024,NP,4209,SG_GEN_PARLNT,0.0
1984,NP,4503,SG_GEN_PARL,0.0
1984,NP,4503,SG_GEN_PARLN,0.0
1984,NP,4503,SG_GEN_PARLNT,0.0
1988,NP,4503,SG_GEN_PARL,0.0
1988,NP,4503,SG_GEN_PARLN,0.0
1988,NP,4503,SG_GEN_PARLNT,0.0
1990,NP,4503,SG_GEN_PARL,0.0
1990,NP,4503,SG_GEN_PARLN,0.0
1990,NP,4503,SG_GEN_PARLNT,0.0
1992,NP,4503,SG_GEN_PARL,0.0
1992,NP,4503,SG_GEN_PARLN,0.0
1992,NP,4503,SG_GEN_PARLNT,0.0
1994,NP,4503,SG_GEN_PARL,0.0
1994,NP,4503,SG_GEN_PARLN,0.0
1994,NP,4503,SG_GEN_PARLNT,0.0
1996,NP,4503,SG_GEN_PARL,0.0
1996,NP,4503,SG_GEN_PARLN,0.0
1996,NP,4503,SG_GEN_PARLNT,0.0
1998,NP,4503,SG_GEN_PARL,0.0
1998,NP,4503,SG_GEN_PARLN,0.0
1998,NP,4503,SG_GEN_PARLNT,0.0
2000,NP,4503,SG_GEN_PARL,0.0
2000,NP,4503,SG_GEN_PARLN,0.0
2000,NP,4503,SG_GEN_PARLNT,0.0
2002,NP,4503,SG_GEN_PARL,0.0
2002,NP,4503,SG_GEN_PARLN,0.0
2002,NP,4503,SG_GEN_PARLNT,0.0
2004,NP,4503,SG_GEN_PARL,0.0
2004,NP,4503,SG_GEN_PARLN,0.0
2004,NP,4503,SG_GEN_PARLNT,0.0
2008,NP,4503,SG_GEN_PARL,0.0
2008,NP,4503,SG_GEN_PARLN,0.0
2008,NP,4503,SG_GEN_PARLNT,0.0
2011,NP,4503,SG_GEN_PARL,0.0
2011,NP,4503,SG_GEN_PARLN,0.0
2011,NP,4503,SG_GEN_PARLNT,0.0
2012,NP,4503,SG_GEN_PARL,0.0
2012,NP,4503,SG_GEN_PARLN,0.0
2012,NP,4503,SG_GEN_PARLNT,0.0
2015,NP,4503,SG_GEN_PARL,0.0
2015,NP,4503,SG_GEN_PARLN,0.0
2015,NP,4503,SG_GEN_PARLNT,0.0
2016,NP,4503,SG_GEN_PARL,0.0
2016,NP,4503,SG_GEN_PARLN,0.0
2016,NP,4503,SG_GEN_PARLNT,0.0
2019,NP,4503,SG_GEN_PARL,0.0
2019,NP,4503,SG_GEN_PARLN,0.0
2019,NP,4503,SG_GEN_PARLNT,0.0
2020,NP,4503,SG_GEN_PARL,0.0
2020,NP,4503,SG_GEN_PARLN,0.0
2020,NP,4503,SG_GEN_PARLNT,0.0
2022,NP,4503,SG_GEN_PARL,0.0
2022,NP,4503,SG_GEN_PARLN,0.0
2022,NP,4503,SG_GEN_PARLNT,0.0
2024,NP,4503,SG_GEN_PARL,0.0
2024,NP,4503,SG_GEN_PARLN,0.0
2024,NP,4503,SG_GEN_PARLNT,0.0
1984,NP,4502,SG_GEN_PARL,0.0
1984,NP,4502,SG_GEN_PARLN,0.0
1984,NP,4502,SG_GEN_PARLNT,0.0
1988,NP,4502,SG_GEN_PARL,0.0
1988,NP,4502,SG_GEN_PARLN,0.0
1988,NP,4502,SG_GEN_PARLNT,0.0
1990,NP,4502,SG_GEN_PARL,0.0
1990,NP,4502,SG_GEN_PARLN,0.0
1990,NP,4502,SG_GEN_PARLNT,0.0
1992,NP,4502,SG_GEN_PARL,0.0
1992,NP,4502,SG_GEN_PARLN,0.0
1992,NP,4502,SG_GEN_PARLNT,0.0
1994,NP,4502,SG_GEN_PARL,0.0
1994,NP,4502,SG_GEN_PARLN,0.0
1994,NP,4502,SG_GEN_PARLNT,0.0
1996,NP,4502,SG_GEN_PARL,0.0
1996,NP,4502,SG_GEN_PARLN,0.0
1996,NP,4502,SG_GEN_PARLNT,0.0
1998,NP,4502,SG_GEN_PARL,0.0
1998,NP,4502,SG_GEN_PARLN,0.0
1998,NP,4502,SG_GEN_PARLNT,0.0
2000,NP,4502,SG_GEN_PARL,0.0
2000,NP,4502,SG_GEN_PARLN,0.0
2000,NP,4502,SG_GEN_PARLNT,0.0
2002,NP,4502,SG_GEN_PARL,0.0
2002,NP,4502,SG_GEN_PARLN,0.0
2002,NP,4502,SG_GEN_PARLNT,0.0
2004,NP,4502,SG_GEN_PARL,0.0
2004,NP,4502,SG_GEN_PARLN,0.0
2004,NP,4502,SG_GEN_PARLNT,0.0
2008,NP,4502,SG_GEN_PARL,0.0
2008,NP,4502,SG_GEN_PARLN,0.0
2008,NP,4502,SG_GEN_PARLNT,0.0
2011,NP,4502,SG_GEN_PARL,0.0
2011,NP,4502,SG_GEN_PARLN,0.0
2011,NP,4502,SG_GEN_PARLNT,0.0
2012,NP,4502,SG_GEN_PARL,0.0
2012,NP,4502,SG_GEN_PARLN,0.0
2012,NP,4502,SG_GEN_PARLNT,0.0
2015,NP,4502,SG_GEN_PARL,0.0
2015,NP,4502,SG_GEN_PARLN,0.0
2015,NP,4502,SG_GEN_PARLNT,0.0
2016,NP,4502,SG_GEN_PARL,0.0
2016,NP,4502,SG_GEN_PARLN,0.0
2016,NP,4502,SG_GEN_PARLNT,0.0
2019,NP,4502,SG_GEN_PARL,0.0
2019,NP,4502,SG_GEN_PARLN,0.0
2019,NP,4502,SG_GEN_PARLNT,0.0
2020,NP,4502,SG_GEN_PARL,0.0
2020,NP,4502,SG_GEN_PARLN,0.0
2020,NP,4502,SG_GEN_PARLNT,0.0
2022,NP,4502,SG_GEN_PARL,0.0
2022,NP,4502,SG_GEN_PARLN,0.0
2022,NP,4502,SG_GEN_PARLNT,0.0
2024,NP,4502,SG_GEN_PARL,0.0
2024,NP,4502,SG_GEN_PARLN,0.0
2024,NP,4502,SG_GEN_PARLNT,0.0
1984,NP,4505,SG_GEN_PARL,0.0
1984,NP,4505,SG_GEN_PARLN,0.0
1984,NP,4505,SG_GEN_PARLNT,0.0
1988,NP,4505,SG_GEN_PARL,0.0
1988,NP,4505,SG_GEN_PARLN,0.0
1988,NP,4505,SG_GEN_PARLNT,0.0
1990,NP,4505,SG_GEN_PARL,0.0
1990,NP,4505,SG_GEN_PARLN,0.0
1990,NP,4505,SG_GEN_PARLNT,0.0
1992,NP,4505,SG_GEN_PARL,0.0
1992,NP,4505,SG_GEN_PARLN,0.0
1992,NP,4505,SG_GEN_PARLNT,0.0
1994,NP,4505,SG_GEN_PARL,0.0
1994,NP,4505,SG_GEN_PARLN,0.0
1994,NP,4505,SG_GEN_PARLNT,0.0
1996,NP,4505,SG_GEN_PARL,0.0
1996,NP,4505,SG_GEN_PARLN,0.0
1996,NP,4505,SG_GEN_PARLNT,0.0
1998,NP,4505,SG_GEN_PARL,0.0
1998,NP,4505,SG_GEN_PARLN,0.0
1998,NP,4505,SG_GEN_PARLNT,0.0
2000,NP,4505,SG_GEN_PARL,0.0
2000,NP,4505,SG_GEN_PARLN,0.0
2000,NP,4505,SG_GEN_PARLNT,0.0
2002,NP,4505,SG_GEN_PARL,0.0
2002,NP,4505,SG_GEN_PARLN,0.0
2002,NP,4505,SG_GEN_PARLNT,0.0
2004,NP,4505,SG_GEN_PARL,0.0
2004,NP,4505,SG_GEN_PARLN,0.0
2004,NP,4505,SG_GEN_PARLNT,0.0
2008,NP,4505,SG_GEN_PARL,0.0
2008,NP,4505,SG_GEN_PARLN,0.0
2008,NP,4505,SG_GEN_PARLNT,0.0
2011,NP,4505,SG_GEN_PARL,0.0
2011,NP,4505,SG_GEN_PARLN,0.0
2011,NP,4505,SG_GEN_PARLNT,0.0
2012,NP,4505,SG_GEN_PARL,0.0
2012,NP,4505,SG_GEN_PARLN,0.0
2012,NP,4505,SG_GEN_PARLNT,0.0
2015,NP,4505,SG_GEN_PARL,0.0
2015,NP,4505,SG_GEN_PARLN,0.0
2015,NP,4505,SG_GEN_PARLNT,0.0
2016,NP,4505,SG_GEN_PARL,0.0
2016,NP,4505,SG_GEN_PARLN,0.0
2016,NP,4505,SG_GEN_PARLNT,0.0
2019,NP,4505,SG_GEN_PARL,0.0
2019,NP,4505,SG_GEN_PARLN,0.0
2019,NP,4505,SG_GEN_PARLNT,0.0
2020,NP,4505,SG_GEN_PARL,0.0
2020,NP,4505,SG_GEN_PARLN,0.0
2020,NP,4505,SG_GEN_PARLNT,0.0
2022,NP,4505,SG_GEN_PARL,0.0
2022,NP,4505,SG_GEN_PARLN,0.0
2022,NP,4505,SG_GEN_PARLNT,0.0
2024,NP,4505,SG_GEN_PARL,0.0
2024,NP,4505,SG_GEN_PARLN,0.0
2024,NP,4505,SG_GEN_PARLNT,0.0
1984,NP,4403,SG_GEN_PARL,0.0
1984,NP,4403,SG_GEN_PARLN,0.0
1984,NP,4403,SG_GEN_PARLNT,0.0
1988,NP,4403,SG_GEN_PARL,0.0
1988,NP,4403,SG_GEN_PARLN,0.0
1988,NP,4403,SG_GEN_PARLNT,0.0
1990,NP,4403,SG_GEN_PARL,0.0
1990,NP,4403,SG_GEN_PARLN,0.0
1990,NP,4403,SG_GEN_PARLNT,0.0
1992,NP,4403,SG_GEN_PARL,0.0
1992,NP,4403,SG_GEN_PARLN,0.0
1992,NP,4403,SG_GEN_PARLNT,0.0
1994,NP,4403,SG_GEN_PARL,0.0
1994,NP,4403,SG_GEN_PARLN,0.0
1994,NP,4403,SG_GEN_PARLNT,0.0
1996,NP,4403,SG_GEN_PARL,0.0
1996,NP,4403,SG_GEN_PARLN,0.0
1996,NP,4403,SG_GEN_PARLNT,0.0
1998,NP,4403,SG_GEN_PARL,0.0
1998,NP,4403,SG_GEN_PARLN,0.0
1998,NP,4403,SG_GEN_PARLNT,0.0
2000,NP,4403,SG_GEN_PARL,0.0
2000,NP,4403,SG_GEN_PARLN,0.0
2000,NP,4403,SG_GEN_PARLNT,0.0
2002,NP,4403,SG_GEN_PARL,0.0
2002,NP,4403,SG_GEN_PARLN,0.0
2002,NP,4403,SG_GEN_PARLNT,0.0
2004,NP,4403,SG_GEN_PARL,0.0
2004,NP,4403,SG_GEN_PARLN,0.0
2004,NP,4403,SG_GEN_PARLNT,0.0
2008,NP,4403,SG_GEN_PARL,0.0
2008,NP,4403,SG_GEN_PARLN,0.0
2008,NP,4403,SG_GEN_PARLNT,0.0
2011,NP,4403,SG_GEN_PARL,0.0
2011,NP,4403,SG_GEN_PARLN,0.0
2011,NP,4403,SG_GEN_PARLNT,0.0
2012,NP,4403,SG_GEN_PARL,0.0
2012,NP,4403,SG_GEN_PARLN,0.0
2012,NP,4403,SG_GEN_PARLNT,0.0
2015,NP,4403,SG_GEN_PARL,0.0
2015,NP,4403,SG_GEN_PARLN,0.0
2015,NP,4403,SG_GEN_PARLNT,0.0
2016,NP,4403,SG_GEN_PARL,0.0
2016,NP,4403,SG_GEN_PARLN,0.0
2016,NP,4403,SG_GEN_PARLNT,0.0
2019,NP,4403,SG_GEN_PARL,0.0
2019,NP,4403,SG_GEN_PARLN,0.0
2019,NP,4403,SG_GEN_PARLNT,0.0
