Year,Sex,date.age,Geography,GeoCode,Value
2016,Females,67+ years,Suðuroyar region,R4600,2.4
2016,Females,67+ years,Vága region,R4400,3.7
2016,Males,,,,3.1
2016,Males,,Eysturoyar region,R4200,2.3
2016,Males,,Norðoya region,R4100,2.8
2016,Males,,Sandoyar region,R4500,4.1
2016,Males,,"Streymoyar region, north",R4300,2.9
2016,Males,,"Streymoyar region, south",R4700,3.1
2016,Males,,Suðuroyar region,R4600,4.5
2016,Males,,Vága region,R4400,3.6
2016,Males,00-17 years,,,4.1
2016,Males,00-17 years,Eysturoyar region,R4200,3.5
2016,Males,00-17 years,Norðoya region,R4100,4.2
2016,Males,00-17 years,Sandoyar region,R4500,2.8
2016,Males,00-17 years,"Streymoyar region, north",R4300,3.7
2016,Males,00-17 years,"Streymoyar region, south",R4700,3.5
2016,Males,00-17 years,Suðuroyar region,R4600,8.6
2016,Males,00-17 years,Vága region,R4400,4.6
2016,Males,18-24 years,,,2.7
2016,Males,18-24 years,Eysturoyar region,R4200,1.7
2016,Males,18-24 years,Norðoya region,R4100,2.1
2016,Males,18-24 years,Sandoyar region,R4500,6.5
2016,Males,18-24 years,"Streymoyar region, north",R4300,2.9
2016,Males,18-24 years,"Streymoyar region, south",R4700,3
2016,Males,18-24 years,Suðuroyar region,R4600,3.9
2016,Males,18-24 years,Vága region,R4400,1.6
2016,Males,25-54 years,,,2.8
2016,Males,25-54 years,Eysturoyar region,R4200,2
2016,Males,25-54 years,Norðoya region,R4100,2.8
2016,Males,25-54 years,Sandoyar region,R4500,4.6
2016,Males,25-54 years,"Streymoyar region, north",R4300,2.1
2016,Males,25-54 years,"Streymoyar region, south",R4700,3
2016,Males,25-54 years,Suðuroyar region,R4600,3.5
2016,Males,25-54 years,Vága region,R4400,3.6
2016,Males,55-66 years,,,3.3
2016,Males,55-66 years,Eysturoyar region,R4200,2
2016,Males,55-66 years,Norðoya region,R4100,1.3
2016,Males,55-66 years,Sandoyar region,R4500,7.3
2016,Males,55-66 years,"Streymoyar region, north",R4300,5.2
2016,Males,55-66 years,"Streymoyar region, south",R4700,3.6
2016,Males,55-66 years,Suðuroyar region,R4600,4.2
2016,Males,55-66 years,Vága region,R4400,3.6
2016,Males,67+ years,,,1.9
2016,Males,67+ years,Eysturoyar region,R4200,1.2
2016,Males,67+ years,Norðoya region,R4100,2.1
2016,Males,67+ years,Sandoyar region,R4500,-
2016,Males,67+ years,"Streymoyar region, north",R4300,1.4
2016,Males,67+ years,"Streymoyar region, south",R4700,2.2
2016,Males,67+ years,Suðuroyar region,R4600,2.1
2016,Males,67+ years,Vága region,R4400,3
2017,,,,,3
2017,,,Eysturoyar region,R4200,2.7
2017,,,Norðoya region,R4100,2.5
2017,,,Sandoyar region,R4500,3.9
2017,,,"Streymoyar region, north",R4300,3.3
2017,,,"Streymoyar region, south",R4700,3
2017,,,Suðuroyar region,R4600,4.4
2017,,,Vága region,R4400,2.6
2017,,00-17 years,,,3.8
2017,,00-17 years,Eysturoyar region,R4200,4.1
2017,,00-17 years,Norðoya region,R4100,3.2
2017,,00-17 years,Sandoyar region,R4500,6.1
2017,,00-17 years,"Streymoyar region, north",R4300,4.7
2017,,00-17 years,"Streymoyar region, south",R4700,3.4
2017,,00-17 years,Suðuroyar region,R4600,5.1
2017,,00-17 years,Vága region,R4400,2.3
2017,,18-24 years,,,3
2017,,18-24 years,Eysturoyar region,R4200,1.8
2017,,18-24 years,Norðoya region,R4100,1.8
2017,,18-24 years,Sandoyar region,R4500,6.9
2017,,18-24 years,"Streymoyar region, north",R4300,3.5
2017,,18-24 years,"Streymoyar region, south",R4700,3.8
2017,,18-24 years,Suðuroyar region,R4600,3.4
2017,,18-24 years,Vága region,R4400,2.9
2017,,25-54 years,,,2.9
2017,,25-54 years,Eysturoyar region,R4200,2.5
2017,,25-54 years,Norðoya region,R4100,2.4
2017,,25-54 years,Sandoyar region,R4500,3.5
2017,,25-54 years,"Streymoyar region, north",R4300,2.6
2017,,25-54 years,"Streymoyar region, south",R4700,2.8
2017,,25-54 years,Suðuroyar region,R4600,4.8
2017,,25-54 years,Vága region,R4400,2.5
2017,,55-66 years,,,2.8
2017,,55-66 years,Eysturoyar region,R4200,1.6
2017,,55-66 years,Norðoya region,R4100,2
2017,,55-66 years,Sandoyar region,R4500,3.8
2017,,55-66 years,"Streymoyar region, north",R4300,3.2
2017,,55-66 years,"Streymoyar region, south",R4700,3.2
2017,,55-66 years,Suðuroyar region,R4600,3.7
2017,,55-66 years,Vága region,R4400,2.1
2017,,67+ years,,,2.5
2017,,67+ years,Eysturoyar region,R4200,2.2
2017,,67+ years,Norðoya region,R4100,2.6
2017,,67+ years,Sandoyar region,R4500,0.8
2017,,67+ years,"Streymoyar region, north",R4300,2.7
2017,,67+ years,"Streymoyar region, south",R4700,2.3
2017,,67+ years,Suðuroyar region,R4600,3.6
2017,,67+ years,Vága region,R4400,3.4
2017,Females,,,,3.1
2017,Females,,Eysturoyar region,R4200,3.1
2017,Females,,Norðoya region,R4100,2.8
2017,Females,,Sandoyar region,R4500,4
2017,Females,,"Streymoyar region, north",R4300,3.4
2017,Females,,"Streymoyar region, south",R4700,3
2017,Females,,Suðuroyar region,R4600,4.3
2017,Females,,Vága region,R4400,2.4
2017,Females,00-17 years,,,3.7
2017,Females,00-17 years,Eysturoyar region,R4200,4.7
2017,Females,00-17 years,Norðoya region,R4100,2.9
2017,Females,00-17 years,Sandoyar region,R4500,6.8
2017,Females,00-17 years,"Streymoyar region, north",R4300,4.6
2017,Females,00-17 years,"Streymoyar region, south",R4700,3
2017,Females,00-17 years,Suðuroyar region,R4600,5.3
2017,Females,00-17 years,Vága region,R4400,2.6
2017,Females,18-24 years,,,4
2017,Females,18-24 years,Eysturoyar region,R4200,2.9
2017,Females,18-24 years,Norðoya region,R4100,3
2017,Females,18-24 years,Sandoyar region,R4500,8.9
2017,Females,18-24 years,"Streymoyar region, north",R4300,4.3
2017,Females,18-24 years,"Streymoyar region, south",R4700,5.1
2017,Females,18-24 years,Suðuroyar region,R4600,3.8
2017,Females,18-24 years,Vága region,R4400,1
2017,Females,25-54 years,,,2.9
2017,Females,25-54 years,Eysturoyar region,R4200,2.7
2017,Females,25-54 years,Norðoya region,R4100,2.6
2017,Females,25-54 years,Sandoyar region,R4500,3.6
2017,Females,25-54 years,"Streymoyar region, north",R4300,3.1
2017,Females,25-54 years,"Streymoyar region, south",R4700,2.8
2017,Females,25-54 years,Suðuroyar region,R4600,5
2017,Females,25-54 years,Vága region,R4400,2.1
2017,Females,55-66 years,,,2.4
2017,Females,55-66 years,Eysturoyar region,R4200,1.9
2017,Females,55-66 years,Norðoya region,R4100,2.3
2017,Females,55-66 years,Sandoyar region,R4500,2
2017,Females,55-66 years,"Streymoyar region, north",R4300,2
2017,Females,55-66 years,"Streymoyar region, south",R4700,2.6
2017,Females,55-66 years,Suðuroyar region,R4600,3
2017,Females,55-66 years,Vága region,R4400,1.9
2017,Females,67+ years,,,2.9
2017,Females,67+ years,Eysturoyar region,R4200,2.5
2017,Females,67+ years,Norðoya region,R4100,3.5
2017,Females,67+ years,Sandoyar region,R4500,1.4
2017,Females,67+ years,"Streymoyar region, north",R4300,3
2017,Females,67+ years,"Streymoyar region, south",R4700,2.9
2017,Females,67+ years,Suðuroyar region,R4600,3.1
2017,Females,67+ years,Vága region,R4400,3.5
2017,Males,,,,2.9
2017,Males,,Eysturoyar region,R4200,2.4
2017,Males,,Norðoya region,R4100,2.2
2017,Males,,Sandoyar region,R4500,3.8
2017,Males,,"Streymoyar region, north",R4300,3.2
2017,Males,,"Streymoyar region, south",R4700,3.1
2017,Males,,Suðuroyar region,R4600,4.5
2017,Males,,Vága region,R4400,2.7
2017,Males,00-17 years,,,3.8
2017,Males,00-17 years,Eysturoyar region,R4200,3.6
2017,Males,00-17 years,Norðoya region,R4100,3.5
2017,Males,00-17 years,Sandoyar region,R4500,5.4
2017,Males,00-17 years,"Streymoyar region, north",R4300,4.8
2017,Males,00-17 years,"Streymoyar region, south",R4700,3.8
2017,Males,00-17 years,Suðuroyar region,R4600,5
2017,Males,00-17 years,Vága region,R4400,1.9
2017,Males,18-24 years,,,2.2
2017,Males,18-24 years,Eysturoyar region,R4200,0.9
2017,Males,18-24 years,Norðoya region,R4100,0.7
2017,Males,18-24 years,Sandoyar region,R4500,5.3
2017,Males,18-24 years,"Streymoyar region, north",R4300,2.8
2017,Males,18-24 years,"Streymoyar region, south",R4700,2.6
2017,Males,18-24 years,Suðuroyar region,R4600,3
2017,Males,18-24 years,Vága region,R4400,4.4
2017,Males,25-54 years,,,2.8
2017,Males,25-54 years,Eysturoyar region,R4200,2.4
2017,Males,25-54 years,Norðoya region,R4100,2.1
2017,Males,25-54 years,Sandoyar region,R4500,3.4
2017,Males,25-54 years,"Streymoyar region, north",R4300,2.1
2017,Males,25-54 years,"Streymoyar region, south",R4700,2.8
2017,Males,25-54 years,Suðuroyar region,R4600,4.6
2017,Males,25-54 years,Vága region,R4400,2.9
2017,Males,55-66 years,,,3.1
2017,Males,55-66 years,Eysturoyar region,R4200,1.4
2017,Males,55-66 years,Norðoya region,R4100,1.8
2017,Males,55-66 years,Sandoyar region,R4500,5.2
2017,Males,55-66 years,"Streymoyar region, north",R4300,4.3
2017,Males,55-66 years,"Streymoyar region, south",R4700,3.9
2017,Males,55-66 years,Suðuroyar region,R4600,4.4
2017,Males,55-66 years,Vága region,R4400,2.3
2017,Males,67+ years,,,2.2
2017,Males,67+ years,Eysturoyar region,R4200,2
2017,Males,67+ years,Norðoya region,R4100,1.6
2017,Males,67+ years,Sandoyar region,R4500,-
2017,Males,67+ years,"Streymoyar region, north",R4300,2.4
2017,Males,67+ years,"Streymoyar region, south",R4700,1.7
2017,Males,67+ years,Suðuroyar region,R4600,4.1
2017,Males,67+ years,Vága region,R4400,3.2
2018,,,,,2.9
2018,,,Eysturoyar region,R4200,2.6
2018,,,Norðoya region,R4100,2.7
2018,,,Sandoyar region,R4500,4.3
2018,,,"Streymoyar region, north",R4300,2.4
2018,,,"Streymoyar region, south",R4700,2.8
2018,,,Suðuroyar region,R4600,4.1
2018,,,Vága region,R4400,3
2018,,00-17 years,,,3.5
2018,,00-17 years,Eysturoyar region,R4200,3.5
2018,,00-17 years,Norðoya region,R4100,4
2018,,00-17 years,Sandoyar region,R4500,6.8
2018,,00-17 years,"Streymoyar region, north",R4300,3
2018,,00-17 years,"Streymoyar region, south",R4700,3
2018,,00-17 years,Suðuroyar region,R4600,5.2
2018,,00-17 years,Vága region,R4400,2.7
2018,,18-24 years,,,3.4
2018,,18-24 years,Eysturoyar region,R4200,3.1
2018,,18-24 years,Norðoya region,R4100,2.8
2018,,18-24 years,Sandoyar region,R4500,6.7
2018,,18-24 years,"Streymoyar region, north",R4300,1
2018,,18-24 years,"Streymoyar region, south",R4700,3.8
2018,,18-24 years,Suðuroyar region,R4600,4.9
2018,,18-24 years,Vága region,R4400,3.2
2018,,25-54 years,,,2.8
2018,,25-54 years,Eysturoyar region,R4200,2.4
2018,,25-54 years,Norðoya region,R4100,2.7
2018,,25-54 years,Sandoyar region,R4500,4.3
2018,,25-54 years,"Streymoyar region, north",R4300,2.1
2018,,25-54 years,"Streymoyar region, south",R4700,2.8
2018,,25-54 years,Suðuroyar region,R4600,4.4
2018,,25-54 years,Vága region,R4400,2.8
2018,,55-66 years,,,2.3
2018,,55-66 years,Eysturoyar region,R4200,1.7
2018,,55-66 years,Norðoya region,R4100,0.8
2018,,55-66 years,Sandoyar region,R4500,2.2
2018,,55-66 years,"Streymoyar region, north",R4300,2.9
2018,,55-66 years,"Streymoyar region, south",R4700,2.7
2018,,55-66 years,Suðuroyar region,R4600,2.9
2018,,55-66 years,Vága region,R4400,3.6
2018,,67+ years,,,2.4
2018,,67+ years,Eysturoyar region,R4200,2.4
2018,,67+ years,Norðoya region,R4100,2.1
2018,,67+ years,Sandoyar region,R4500,2.6
2018,,67+ years,"Streymoyar region, north",R4300,2.2
2018,,67+ years,"Streymoyar region, south",R4700,1.9
2018,,67+ years,Suðuroyar region,R4600,3.3
2018,,67+ years,Vága region,R4400,3.4
2018,Females,,,,3
2018,Females,,Eysturoyar region,R4200,3
2018,Females,,Norðoya region,R4100,3
2018,Females,,Sandoyar region,R4500,4.2
2018,Females,,"Streymoyar region, north",R4300,2.6
2018,Females,,"Streymoyar region, south",R4700,2.7
2018,Females,,Suðuroyar region,R4600,4.2
2018,Females,,Vága region,R4400,2.7
2018,Females,00-17 years,,,3.4
2018,Females,00-17 years,Eysturoyar region,R4200,4
2018,Females,00-17 years,Norðoya region,R4100,3.5
2018,Females,00-17 years,Sandoyar region,R4500,6.7
2018,Females,00-17 years,"Streymoyar region, north",R4300,3
2018,Females,00-17 years,"Streymoyar region, south",R4700,2.8
2018,Females,00-17 years,Suðuroyar region,R4600,5.1
2018,Females,00-17 years,Vága region,R4400,2.1
2018,Females,18-24 years,,,4.2
2018,Females,18-24 years,Eysturoyar region,R4200,4.9
2018,Females,18-24 years,Norðoya region,R4100,3.7
2018,Females,18-24 years,Sandoyar region,R4500,3.9
2018,Females,18-24 years,"Streymoyar region, north",R4300,0.7
2018,Females,18-24 years,"Streymoyar region, south",R4700,4.2
2018,Females,18-24 years,Suðuroyar region,R4600,6.7
2018,Females,18-24 years,Vága region,R4400,3.8
2018,Females,25-54 years,,,2.9
2018,Females,25-54 years,Eysturoyar region,R4200,2.5
2018,Females,25-54 years,Norðoya region,R4100,3.7
2018,Females,25-54 years,Sandoyar region,R4500,4.8
2018,Females,25-54 years,"Streymoyar region, north",R4300,2.8
2018,Females,25-54 years,"Streymoyar region, south",R4700,2.6
2018,Females,25-54 years,Suðuroyar region,R4600,4.7
2018,Females,25-54 years,Vága region,R4400,2.6
2018,Females,55-66 years,,,2.1
2018,Females,55-66 years,Eysturoyar region,R4200,1.6
2018,Females,55-66 years,Norðoya region,R4100,1
2018,Females,55-66 years,Sandoyar region,R4500,2
2018,Females,55-66 years,"Streymoyar region, north",R4300,2.3
2018,Females,55-66 years,"Streymoyar region, south",R4700,2.3
2018,Females,55-66 years,Suðuroyar region,R4600,2.6
2018,Females,55-66 years,Vága region,R4400,2.9
2018,Females,67+ years,,,2.6
2018,Females,67+ years,Eysturoyar region,R4200,2.7
2018,Females,67+ years,Norðoya region,R4100,2.2
2018,Females,67+ years,Sandoyar region,R4500,2.7
2018,Females,67+ years,"Streymoyar region, north",R4300,2.5
2018,Females,67+ years,"Streymoyar region, south",R4700,2.5
2018,Females,67+ years,Suðuroyar region,R4600,2.7
2018,Females,67+ years,Vága region,R4400,3.5
2018,Males,,,,2.8
2018,Males,,Eysturoyar region,R4200,2.3
2018,Males,,Norðoya region,R4100,2.3
2018,Males,,Sandoyar region,R4500,4.4
2018,Males,,"Streymoyar region, north",R4300,2.2
2018,Males,,"Streymoyar region, south",R4700,2.9
2018,Males,,Suðuroyar region,R4600,4.1
2018,Males,,Vága region,R4400,3.2
2018,Males,00-17 years,,,3.6
2018,Males,00-17 years,Eysturoyar region,R4200,3
2018,Males,00-17 years,Norðoya region,R4100,4.4
2018,Males,00-17 years,Sandoyar region,R4500,7
2018,Males,00-17 years,"Streymoyar region, north",R4300,3
2018,Males,00-17 years,"Streymoyar region, south",R4700,3.3
2018,Males,00-17 years,Suðuroyar region,R4600,5.3
2018,Males,00-17 years,Vága region,R4400,3.2
2018,Males,18-24 years,,,2.8
2018,Males,18-24 years,Eysturoyar region,R4200,1.7
2018,Males,18-24 years,Norðoya region,R4100,2
2018,Males,18-24 years,Sandoyar region,R4500,9.4
2018,Males,18-24 years,"Streymoyar region, north",R4300,1.2
2018,Males,18-24 years,"Streymoyar region, south",R4700,3.5
2018,Males,18-24 years,Suðuroyar region,R4600,3.6
2018,Males,18-24 years,Vága region,R4400,2.8
2018,Males,25-54 years,,,2.6
2018,Males,25-54 years,Eysturoyar region,R4200,2.2
2018,Males,25-54 years,Norðoya region,R4100,1.9
2018,Males,25-54 years,Sandoyar region,R4500,3.9
2018,Males,25-54 years,"Streymoyar region, north",R4300,1.6
2018,Males,25-54 years,"Streymoyar region, south",R4700,2.9
2018,Males,25-54 years,Suðuroyar region,R4600,4.1
2018,Males,25-54 years,Vága region,R4400,2.9
2018,Males,55-66 years,,,2.6
2018,Males,55-66 years,Eysturoyar region,R4200,1.7
2018,Males,55-66 years,Norðoya region,R4100,0.7
2018,Males,55-66 years,Sandoyar region,R4500,2.4
2018,Males,55-66 years,"Streymoyar region, north",R4300,3.5
2018,Males,55-66 years,"Streymoyar region, south",R4700,3.1
2018,Males,55-66 years,Suðuroyar region,R4600,3.2
2018,Males,55-66 years,Vága region,R4400,4.1
2018,Males,67+ years,,,2.1
2018,Males,67+ years,Eysturoyar region,R4200,2.2
2018,Males,67+ years,Norðoya region,R4100,2
2018,Males,67+ years,Sandoyar region,R4500,2.3
2018,Males,67+ years,"Streymoyar region, north",R4300,2
2018,Males,67+ years,"Streymoyar region, south",R4700,1.3
2018,Males,67+ years,Suðuroyar region,R4600,3.8
2018,Males,67+ years,Vága region,R4400,3.3
2019,,,,,2.6
2019,,,Eysturoyar region,R4200,2.1
2019,,,Norðoya region,R4100,2.4
2019,,,Sandoyar region,R4500,3.6
2019,,,"Streymoyar region, north",R4300,2.1
2019,,,"Streymoyar region, south",R4700,2.6
2019,,,Suðuroyar region,R4600,4.4
2019,,,Vága region,R4400,2.9
2019,,00-17 years,,,3.4
2019,,00-17 years,Eysturoyar region,R4200,3.2
2019,,00-17 years,Norðoya region,R4100,3.2
2019,,00-17 years,Sandoyar region,R4500,7.1
2019,,00-17 years,"Streymoyar region, north",R4300,2.7
2019,,00-17 years,"Streymoyar region, south",R4700,3
2019,,00-17 years,Suðuroyar region,R4600,6.7
2019,,00-17 years,Vága region,R4400,2.6
2019,,18-24 years,,,3
2019,,18-24 years,Eysturoyar region,R4200,2.5
2019,,18-24 years,Norðoya region,R4100,2.1
2019,,18-24 years,Sandoyar region,R4500,3.8
2019,,18-24 years,"Streymoyar region, north",R4300,0.3
2019,,18-24 years,"Streymoyar region, south",R4700,3.7
2019,,18-24 years,Suðuroyar region,R4600,4.1
2019,,18-24 years,Vága region,R4400,4.3
2019,,25-54 years,,,2.6
2019,,25-54 years,Eysturoyar region,R4200,1.8
2019,,25-54 years,Norðoya region,R4100,2.7
2019,,25-54 years,Sandoyar region,R4500,3.4
2019,,25-54 years,"Streymoyar region, north",R4300,2.4
2019,,25-54 years,"Streymoyar region, south",R4700,2.5
2019,,25-54 years,Suðuroyar region,R4600,5
2019,,25-54 years,Vága region,R4400,3.1
2019,,55-66 years,,,2.2
2019,,55-66 years,Eysturoyar region,R4200,1.3
2019,,55-66 years,Norðoya region,R4100,1.1
2019,,55-66 years,Sandoyar region,R4500,2.7
2019,,55-66 years,"Streymoyar region, north",R4300,2.4
2019,,55-66 years,"Streymoyar region, south",R4700,2.6
2019,,55-66 years,Suðuroyar region,R4600,3.6
2019,,55-66 years,Vága region,R4400,2.5
2019,,67+ years,,,1.5
2019,,67+ years,Eysturoyar region,R4200,1.2
2019,,67+ years,Norðoya region,R4100,1.9
2019,,67+ years,Sandoyar region,R4500,0.8
2019,,67+ years,"Streymoyar region, north",R4300,1
2019,,67+ years,"Streymoyar region, south",R4700,1.5
2019,,67+ years,Suðuroyar region,R4600,1.4
2019,,67+ years,Vága region,R4400,2.5
2019,Females,,,,2.9
2019,Females,,Eysturoyar region,R4200,2.4
2019,Females,,Norðoya region,R4100,2.8
2019,Females,,Sandoyar region,R4500,4.2
2019,Females,,"Streymoyar region, north",R4300,2.1
2019,Females,,"Streymoyar region, south",R4700,2.9
2019,Females,,Suðuroyar region,R4600,4.6
2019,Females,,Vága region,R4400,2.9
2019,Females,00-17 years,,,3.8
2019,Females,00-17 years,Eysturoyar region,R4200,3.6
2019,Females,00-17 years,Norðoya region,R4100,3.1
2019,Females,00-17 years,Sandoyar region,R4500,8.1
2019,Females,00-17 years,"Streymoyar region, north",R4300,2.2
2019,Females,00-17 years,"Streymoyar region, south",R4700,3.7
2019,Females,00-17 years,Suðuroyar region,R4600,6.8
2019,Females,00-17 years,Vága region,R4400,2.8
2019,Females,18-24 years,,,4
2019,Females,18-24 years,Eysturoyar region,R4200,4.3
2019,Females,18-24 years,Norðoya region,R4100,2.5
2019,Females,18-24 years,Sandoyar region,R4500,3.9
2019,Females,18-24 years,"Streymoyar region, north",R4300,0.7
2019,Females,18-24 years,"Streymoyar region, south",R4700,4.8
2019,Females,18-24 years,Suðuroyar region,R4600,3.9
2019,Females,18-24 years,Vága region,R4400,4
2019,Females,25-54 years,,,3
2019,Females,25-54 years,Eysturoyar region,R4200,2.2
2019,Females,25-54 years,Norðoya region,R4100,3.3
2019,Females,25-54 years,Sandoyar region,R4500,4.6
2019,Females,25-54 years,"Streymoyar region, north",R4300,2.7
2019,Females,25-54 years,"Streymoyar region, south",R4700,2.6
2019,Females,25-54 years,Suðuroyar region,R4600,6
2019,Females,25-54 years,Vága region,R4400,3.1
2019,Females,55-66 years,,,1.9
2019,Females,55-66 years,Eysturoyar region,R4200,0.8
2019,Females,55-66 years,Norðoya region,R4100,1.7
2019,Females,55-66 years,Sandoyar region,R4500,3
2019,Females,55-66 years,"Streymoyar region, north",R4300,1.9
2019,Females,55-66 years,"Streymoyar region, south",R4700,2.4
2019,Females,55-66 years,Suðuroyar region,R4600,2.6
2019,Females,55-66 years,Vága region,R4400,1.4
2019,Females,67+ years,,,1.7
2019,Females,67+ years,Eysturoyar region,R4200,1.2
2019,Females,67+ years,Norðoya region,R4100,2.2
2019,Females,67+ years,Sandoyar region,R4500,0.7
2019,Females,67+ years,"Streymoyar region, north",R4300,1.6
2019,Females,67+ years,"Streymoyar region, south",R4700,1.8
2019,Females,67+ years,Suðuroyar region,R4600,1.6
2019,Females,67+ years,Vága region,R4400,3.4
2019,Males,,,,2.4
2019,Males,,Eysturoyar region,R4200,1.8
2019,Males,,Norðoya region,R4100,2.1
2019,Males,,Sandoyar region,R4500,3
2019,Males,,"Streymoyar region, north",R4300,2
2019,Males,,"Streymoyar region, south",R4700,2.3
2019,Males,,Suðuroyar region,R4600,4.2
2019,Males,,Vága region,R4400,2.8
2019,Males,00-17 years,,,3
2019,Males,00-17 years,Eysturoyar region,R4200,2.7
2019,Males,00-17 years,Norðoya region,R4100,3.4
2019,Males,00-17 years,Sandoyar region,R4500,6.2
2019,Males,00-17 years,"Streymoyar region, north",R4300,3.2
2019,Males,00-17 years,"Streymoyar region, south",R4700,2.2
2019,Males,00-17 years,Suðuroyar region,R4600,6.7
2019,Males,00-17 years,Vága region,R4400,2.3
2019,Males,18-24 years,,,2.3
2019,Males,18-24 years,Eysturoyar region,R4200,1.2
2019,Males,18-24 years,Norðoya region,R4100,1.7
2019,Males,18-24 years,Sandoyar region,R4500,3.7
2019,Males,18-24 years,"Streymoyar region, north",R4300,-
2019,Males,18-24 years,"Streymoyar region, south",R4700,2.7
2019,Males,18-24 years,Suðuroyar region,R4600,4.2
2019,Males,18-24 years,Vága region,R4400,4.6
2019,Males,25-54 years,,,2.3
2019,Males,25-54 years,Eysturoyar region,R4200,1.5
2019,Males,25-54 years,Norðoya region,R4100,2.1
2019,Males,25-54 years,Sandoyar region,R4500,2.4
2019,Males,25-54 years,"Streymoyar region, north",R4300,2.1
2019,Males,25-54 years,"Streymoyar region, south",R4700,2.4
2019,Males,25-54 years,Suðuroyar region,R4600,4.1
2019,Males,25-54 years,Vága region,R4400,3
2019,Males,55-66 years,,,2.5
2019,Males,55-66 years,Eysturoyar region,R4200,1.7
2019,Males,55-66 years,Norðoya region,R4100,0.6
2019,Males,55-66 years,Sandoyar region,R4500,2.4
2019,Males,55-66 years,"Streymoyar region, north",R4300,2.8
2019,Males,55-66 years,"Streymoyar region, south",R4700,2.8
2019,Males,55-66 years,Suðuroyar region,R4600,4.4
2019,Males,55-66 years,Vága region,R4400,3.4
2019,Males,67+ years,,,1.2
2019,Males,67+ years,Eysturoyar region,R4200,1.3
2019,Males,67+ years,Norðoya region,R4100,1.5
2019,Males,67+ years,Sandoyar region,R4500,0.8
2019,Males,67+ years,"Streymoyar region, north",R4300,0.3
2019,Males,67+ years,"Streymoyar region, south",R4700,1.2
2019,Males,67+ years,Suðuroyar region,R4600,1.3
2019,Males,67+ years,Vága region,R4400,1.6
2020,,,,,2.4
2020,,,Eysturoyar region,R4200,2
2020,,,Norðoya region,R4100,2.3
2020,,,Sandoyar region,R4500,3.4
2020,,,"Streymoyar region, north",R4300,1.8
2020,,,"Streymoyar region, south",R4700,2.2
2020,,,Suðuroyar region,R4600,4.5
2020,,,Vága region,R4400,2.5
2020,,00-17 years,,,3.2
2020,,00-17 years,Eysturoyar region,R4200,3.1
2020,,00-17 years,Norðoya region,R4100,3.5
2020,,00-17 years,Sandoyar region,R4500,6.3
2020,,00-17 years,"Streymoyar region, north",R4300,2.3
2020,,00-17 years,"Streymoyar region, south",R4700,2.6
2020,,00-17 years,Suðuroyar region,R4600,7.3
2020,,00-17 years,Vága region,R4400,2.9
2020,,18-24 years,,,2.7
2020,,18-24 years,Eysturoyar region,R4200,1.4
2020,,18-24 years,Norðoya region,R4100,2.4
2020,,18-24 years,Sandoyar region,R4500,4
2020,,18-24 years,"Streymoyar region, north",R4300,2.3
2020,,18-24 years,"Streymoyar region, south",R4700,3.1
2020,,18-24 years,Suðuroyar region,R4600,5
2020,,18-24 years,Vága region,R4400,2.1
2020,,25-54 years,,,2.3
2020,,25-54 years,Eysturoyar region,R4200,1.9
2020,,25-54 years,Norðoya region,R4100,2.2
2020,,25-54 years,Sandoyar region,R4500,2.8
2020,,25-54 years,"Streymoyar region, north",R4300,1.5
2020,,25-54 years,"Streymoyar region, south",R4700,2.1
2020,,25-54 years,Suðuroyar region,R4600,5
2020,,25-54 years,Vága region,R4400,2.2
2020,,55-66 years,,,2
2020,,55-66 years,Eysturoyar region,R4200,1.6
2020,,55-66 years,Norðoya region,R4100,1.1
2020,,55-66 years,Sandoyar region,R4500,2.2
2020,,55-66 years,"Streymoyar region, north",R4300,2.4
2020,,55-66 years,"Streymoyar region, south",R4700,1.9
2020,,55-66 years,Suðuroyar region,R4600,3.4
2020,,55-66 years,Vága region,R4400,3.3
2020,,67+ years,,,1.3
2020,,67+ years,Eysturoyar region,R4200,1.1
2020,,67+ years,Norðoya region,R4100,1.6
2020,,67+ years,Sandoyar region,R4500,1.8
2020,,67+ years,"Streymoyar region, north",R4300,1.1
2020,,67+ years,"Streymoyar region, south",R4700,1.3
2020,,67+ years,Suðuroyar region,R4600,1.1
2020,,67+ years,Vága region,R4400,2
2020,Females,,,,2.6
2020,Females,,Eysturoyar region,R4200,2.1
2020,Females,,Norðoya region,R4100,2.7
2020,Females,,Sandoyar region,R4500,4.5
2020,Females,,"Streymoyar region, north",R4300,2
2020,Females,,"Streymoyar region, south",R4700,2.3
2020,Females,,Suðuroyar region,R4600,4.9
2020,Females,,Vága region,R4400,3
2020,Females,00-17 years,,,3.5
2020,Females,00-17 years,Eysturoyar region,R4200,3
2020,Females,00-17 years,Norðoya region,R4100,3.2
2020,Females,00-17 years,Sandoyar region,R4500,8.8
2020,Females,00-17 years,"Streymoyar region, north",R4300,3.2
2020,Females,00-17 years,"Streymoyar region, south",R4700,2.7
2020,Females,00-17 years,Suðuroyar region,R4600,8.1
2020,Females,00-17 years,Vága region,R4400,3.8
2020,Females,18-24 years,,,3.8
2020,Females,18-24 years,Eysturoyar region,R4200,2.2
2020,Females,18-24 years,Norðoya region,R4100,3.7
2020,Females,18-24 years,Sandoyar region,R4500,4.3
2020,Females,18-24 years,"Streymoyar region, north",R4300,3.5
2020,Females,18-24 years,"Streymoyar region, south",R4700,4.5
